Timestamp,PV_Power,EV_Power,Battery_Power,V_DC,EV_Voltage,EV_SoC,Demand_Response,V2G,Vg_RMS,Ig_RMS,Frequency,THD,Power_Factor,Active_Power,Reactive_Power
2025-03-15 00:40:40.516,1995.8117694600114,-4004.434506571484,-1.841731792103647,80.25257060350323,58.61685755384391,0.002733489896638156,On,On,154.83056175022247,9.041201833815519,50.00752197991006,2.972796644581997,0.990103805761171,1374.9950783350157,204.4250571471321
2025-03-15 00:40:40.821,1997.2275877879315,-4005.7291241791045,-1.8407805807512605,80.11813098549983,58.66763871560616,0.006096119964834812,On,On,154.97899826664238,9.001231470463006,49.99005140683126,3.019322017111986,0.987399652002568,1362.8029585805416,206.0539996810868
2025-03-15 00:40:41.140,2000.9602982492563,-3999.1581397533027,1.3932304121891903,80.22854879781215,58.67023328027185,0.0006234771915480242,On,On,154.93327239792754,9.090571185561773,49.99777103524178,2.999713963648685,0.9863607141164984,1400.1866872700557,197.29979991381177
2025-03-15 00:40:41.448,1999.9690265255083,-4003.1909749517513,0.7849540429316479,80.24769085325016,58.661925034148254,0.001716294561313496,On,On,155.3697051941983,9.02367062111635,49.996511307533744,2.964897773237383,0.9945962303921081,1391.561678527951,199.06004279786723
2025-03-15 00:40:41.766,2001.8524281975926,-4009.072275148293,1.2231038399081364,80.09063513774655,58.647583040687245,0.004500300127309552,On,On,154.74226914640897,8.93212587978989,50.006358672092745,3.019751221307553,0.9879715582990689,1373.9125472872681,202.8942485342746
2025-03-15 00:40:42.072,1996.4380110970121,-3993.0201359143434,-1.8631781417880022,80.24065687248506,58.64105671016875,0.0017382030028602335,On,On,155.42992668212986,8.989042077370717,50.007318757912536,3.0283284886661064,0.9894545704300287,1377.4368864323342,189.44113909300754
2025-03-15 00:40:42.387,2000.4329584910015,-3990.1444602072256,0.6381993422931993,80.09528987840072,58.61607301149877,0.005601753443030417,On,On,154.77768268141625,9.037957728273412,49.99913479184666,3.0034201887917327,0.9915121698689161,1377.938129765518,188.5271033805069
2025-03-15 00:40:42.691,1999.2542882780335,-4005.6433539521163,-1.0438032826368286,80.12441626121867,58.68058907682836,0.00647054009306362,On,On,155.15571527850076,9.086803193508267,49.99975036467833,2.986047578709138,0.9869788914673226,1364.1733287633265,196.41531835845765
2025-03-15 00:40:43.009,2003.6135221763298,-4000.336007139749,1.9555384022930276,80.11911566674637,58.66967541137372,0.003048924677642062,On,On,154.58863288880636,8.950520446567703,50.00410278916846,3.0156552802380188,0.9919972540709239,1386.4812347265247,189.66369311271703
2025-03-15 00:40:43.323,2003.731515906611,-3996.950839621042,0.318622456856299,80.09624585732422,58.652049849089444,0.003514315668713606,On,On,154.9837453094021,8.96998002497573,50.00240473219538,3.044486122613331,0.9918337946392557,1399.8714123616403,202.17444683455926
2025-03-15 00:40:43.633,2000.5335613411464,-3991.5524985803127,-1.0287381162617533,80.15459430788916,58.6902905463037,0.0006253952363790016,On,On,154.55673943091492,9.0762785945105,50.003094059610966,3.0138982757057318,0.9871871698008386,1379.67766843761,187.3100127022576
2025-03-15 00:40:43.945,1997.5784229975704,-4000.973852273353,-1.9883265571588948,80.09087785635448,58.65615040041672,0.0016014520815098398,On,On,155.01114145320633,8.98969453039305,49.9964972950955,3.029673586343415,0.9911378423779167,1380.3447807390828,206.6495978293134
2025-03-15 00:40:44.263,2000.261344755293,-4004.9394549742883,0.8706358143061257,80.16599124471053,58.64651118593555,0.004878122594599381,On,On,155.47638831296123,8.992779749203429,49.99615541253371,3.007371706232425,0.9876749358824546,1391.4764172193204,189.58533835407152
2025-03-15 00:40:44.564,2003.529958677878,-4003.174723075497,-1.1710403734503507,80.10171459879744,58.6552604783338,0.009078360721705168,On,On,155.12927781116224,9.070161859619484,50.00138604151465,2.965436062908292,0.989912161957962,1363.5933814869568,205.33935523855584
2025-03-15 00:40:44.876,1997.0495714908975,-3995.143913315099,0.3814431353428769,80.14049861625323,58.63822134474275,0.008320442824855938,On,On,154.93292004245356,9.084841893740414,50.00577535589846,3.0070738937487467,0.9886908667931036,1378.2661878134852,197.23281215890512
2025-03-15 00:40:45.197,2003.3008186644943,-3999.9524396890315,-1.8559235791404074,80.1802470343383,58.70321869828831,0.0004836979544082576,On,On,154.91128410984595,9.029653728029144,49.990340069078,3.0347894544245895,0.987125805886935,1391.8100754843722,206.0673365844466
2025-03-15 00:40:45.504,2001.9773883358966,-3997.527483722264,-1.8085397838350699,80.1867599684961,58.69646245977937,0.001312838752472877,On,On,155.21057324475694,8.925635649116593,49.991531628993265,3.0496722137788015,0.9921791348931022,1366.3113161590659,202.8818369356895
2025-03-15 00:40:45.815,1998.327479908512,-3995.872078154167,0.7461283200660311,80.13135638946389,58.61670318874184,0.00773201582172034,On,On,155.46910846557583,8.92429543952173,50.00031459110444,2.998317755412516,0.9894046215253685,1363.773162465408,191.03060193540122
2025-03-15 00:40:46.136,1997.9417911430328,-3995.8028439849854,-1.5844231490139618,80.24365046541868,58.669926794239686,0.000908511428417339,On,On,154.78401840910067,8.970986607748635,50.00011533306748,2.9801924291169675,0.9935319413591138,1370.6853163283074,205.27628383277215
2025-03-15 00:40:46.440,2002.2940300701252,-4008.266045476626,-0.43533570794441756,80.09942178430465,58.62734132849081,0.005599080753157618,On,On,155.33334147701052,8.955966063689898,50.00474406279155,3.030305260127525,0.9921601259783145,1386.4663480625752,191.51822324732683
2025-03-15 00:40:46.756,1998.2646020500815,-4009.5651739420014,-0.8775945189142207,80.23994576670229,58.70824718476028,0.009339720367292316,On,On,155.29387195852868,8.925541615462103,49.99161083099385,3.0366345321900514,0.9901365149610131,1364.8691628379988,191.562692915217
2025-03-15 00:40:47.063,1999.5464116189746,-4003.271383438499,0.13717775852296654,80.136636732128,58.63531774850653,0.0011974562409012624,On,On,154.62386437145636,9.02405107586982,49.99485561605363,2.9796215253631466,0.9942951495646078,1397.8260182780764,204.36452856653355
2025-03-15 00:40:47.383,2002.7734088828092,-4000.5012496823215,-0.0753924174611118,80.1600411193783,58.62936941088009,0.00618824665396403,On,On,154.84128852427233,8.971570702550402,49.99464032767991,2.9759288690781265,0.9857635970625944,1371.5065227871535,188.81599078927692
