Timestamp,PV_Power,EV_Power,Battery_Power,V_DC,EV_Voltage,EV_SoC,Demand_Response,V2G,Vg_RMS,Ig_RMS,Frequency,THD,Power_Factor,Active_Power,Reactive_Power
2025-03-09 12:54:28.723,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4136.8493925513285,615.8173269816955
2025-03-09 12:54:28.830,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4108.856849468401,609.6137573018226
2025-03-09 12:54:28.942,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4190.706715608526,608.6881857393389
2025-03-09 12:54:29.066,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4135.755408483793,594.0990349766957
2025-03-09 12:54:29.157,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4177.262617858697,564.9983652970616
2025-03-09 12:54:29.266,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4108.4295201246005,577.7881313767948
2025-03-09 12:54:29.376,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4174.02471729174,600.4413287774883
2025-03-09 12:54:29.489,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4164.851915210704,601.3415403314061
2025-03-09 12:54:29.594,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4105.601540176062,619.3517547398662
2025-03-09 12:54:29.706,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4132.518478454681,595.2951136583221
2025-03-09 12:54:29.813,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4181.367636279719,591.5628496030572
2025-03-09 12:54:29.922,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4229.650508506328,590.6326432344839
2025-03-09 12:54:30.034,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4154.460262066247,608.9553750858367
2025-03-09 12:54:30.142,2000,-4000,0,80.19,58.66,0,On,On,155,9,50,3,0.99,4152.786458579612,592.8336419789201
